afsd_h,frzmlt_h,sst_h
"0.09310288,0.013905605,0.0053044353,0.002515621,0.0013033382,0.0007011281,0.00031978553,0.00018339428,9.898233e-05,6.497211e-05,2.3029104e-05,0.00052372686",4848.125,-1.7981092
"0.093112834,0.013907125,0.005305163,0.002516115,0.0013037542,0.00070151367,0.00032025634,0.00018376,9.930927e-05,6.532441e-05,2.3089418e-05,0.0005227212",4803.463,-1.79821
"0.09312807,0.013909503,0.005306526,0.0025172194,0.0013048192,0.0007025847,0.00032164986,0.00018485375,0.00010029916,6.640454e-05,2.3260623e-05,0.00051954517",4746.867,-1.7983441
"0.093136035,0.013910731,0.0053071673,0.0025176965,0.0013052528,0.00070300617,0.0003221844,0.00018527168,0.00010067573,6.681399e-05,2.3326573e-05,0.00051835657",4682.7754,-1.798536
"0.093141094,0.0139114065,0.0053070663,0.0025172886,0.001304654,0.00070229283,0.00032114933,0.00018444662,9.991611e-05,6.5974215e-05,2.3201237e-05,0.00052094477",4612.0757,-1.7987332
"0.09314245,0.013911487,0.005306553,0.0025164993,0.0013036578,0.0007011635,0.00031955985,0.00018318411,9.8757715e-05,6.4692926e-05,2.301564e-05,0.00052482996",4535.559,-1.7989128
"0.093132176,0.01390981,0.0053052837,0.002515265,0.0013023375,0.00069976563,0.00031767495,0.0001816964,9.740255e-05,6.320462e-05,2.2789523e-05,0.00052927074",4458.092,-1.7990723
"0.09313557,0.013910167,0.0053047473,0.0025143353,0.0013011293,0.000698382,0.0003157178,0.00018014004,9.5972064e-05,6.16161e-05,2.2569337e-05,0.0005340794",4379.9116,-1.7991602
"0.09314099,0.013910939,0.005304881,0.0025142378,0.0013009054,0.0006980864,0.0003152666,0.00017977771,9.563556e-05,6.124e-05,2.2518241e-05,0.0005352527",4297.4365,-1.7992024
"0.09315091,0.013912472,0.0053056884,0.0025148438,0.0013014597,0.00069862744,0.00031595406,0.00018031559,9.612079e-05,6.176944e-05,2.2600487e-05,0.0005337195",4214.382,-1.7992288
"0.093158804,0.013913801,0.005306863,0.0025160715,0.0013028176,0.00070008694,0.00031794058,0.00018188605,9.7554315e-05,6.334891e-05,2.2833443e-05,0.0005289979",4128.5405,-1.7992529
"0.09316129,0.013914332,0.005307776,0.0025172175,0.0013041786,0.0007015942,0.00032003276,0.00018354437,9.9072175e-05,6.502311e-05,2.308129e-05,0.0005239438",4043.28,-1.7992932
"0.09316501,0.01391502,0.00530863,0.0025182168,0.0013053358,0.0007028628,0.00032178365,0.00018493061,0.000100339086,6.6416564e-05,2.3293445e-05,0.0005197374",3956.7324,-1.7993393
"0.09316492,0.01391504,0.005308785,0.0025184385,0.0013056103,0.00070317165,0.00032221724,0.00018527462,0.00010065411,6.676299e-05,2.3347024e-05,0.00051868166",3873.185,-1.7994065
"0.09316599,0.013915169,0.005308698,0.00251826,0.0013053699,0.00070289307,0.00032181983,0.00018495841,0.000100363504,6.6441484e-05,2.3300034e-05,0.0005196634",3794.7102,-1.7994848
"0.09316509,0.01391498,0.005308382,0.002517866,0.001304903,0.0007023763,0.0003211019,0.0001843896,9.9843346e-05,6.5869775e-05,2.3211845e-05,0.0005213967",3719.999,-1.799506
"0.09316644,0.013915193,0.0053085187,0.0025179856,0.001305024,0.00070250116,0.00032126662,0.00018451939,9.996146e-05,6.600034e-05,2.3229837e-05,0.00052101485",3654.072,-1.7994986
"0.09316727,0.0139153665,0.005308803,0.00251834,0.001305444,0.0007029657,0.00032191136,0.00018503031,0.00010042893,6.651537e-05,2.3307099e-05,0.0005194583",3590.6487,-1.7994894
"0.09316864,0.013915566,0.005308856,0.002518341,0.0013054188,0.00070292625,0.00032184643,0.00018497773,0.00010037969,6.6460176e-05,2.3299495e-05,0.0005196354",3524.6887,-1.7994854
"0.093167625,0.013915365,0.0053085573,0.002517977,0.0013049908,0.0007024542,0.00032119316,0.00018446005,9.990587e-05,6.5936896e-05,2.3223349e-05,0.00052121026",3458.2454,-1.7994808
"0.093172416,0.013915973,0.0053083124,0.0025173821,0.0013041676,0.0007014911,0.00031981224,0.00018336039,9.889403e-05,6.481518e-05,2.306282e-05,0.00052463624",3393.799,-1.7994769
"0.09316067,0.013914233,0.0053077172,0.0025171686,0.0013041308,0.00070154574,0.00031997092,0.00018349545,9.9027115e-05,6.497051e-05,2.307905e-05,0.00052408583",3327.748,-1.7994825
"0.09317158,0.013916102,0.0053094905,0.0025190744,0.001306264,0.00070385117,0.0003231253,0.00018598931,0.000101302285,6.746665e-05,2.3467272e-05,0.0005165669",3258.4194,-1.7994713
"0.09317415,0.0139167,0.005310669,0.0025205875,0.0013080755,0.00070586376,0.00032592987,0.00018821174,0.00010333453,6.969699e-05,2.3817944e-05,0.0005097823",3188.395,-1.7994559
"0.09317281,0.013916705,0.005311583,0.0025219375,0.0013097612,0.0007077675,0.0003286124,0.00019033976,0.00010528206,7.183047e-05,2.416296e-05,0.0005032404",3118.4077,-1.7994412
"0.09317249,0.013916936,0.005312913,0.0025238146,0.0013120762,0.00071036984,0.00033227453,0.00019324258,0.0001079349,7.472353e-05,2.4653213e-05,0.0004943316",3051.9302,-1.7994324
"0.093004785,0.013892161,0.005304673,0.002521123,0.00131199,0.00071164424,0.00033523736,0.00019572295,0.00011033806,7.748241e-05,2.4989664e-05,0.00048477828",2990.7434,-1.7994443
"0.09306227,0.01390084,0.0053083976,0.002523296,0.0013135377,0.00071288185,0.00033616403,0.00019649381,0.00011117711,7.9199526e-05,2.3797675e-05,0.0004832558",2930.043,-1.7994596
"0.09312356,0.013910186,0.0053128097,0.002526239,0.0013159768,0.00071511633,0.00033883247,0.00019856967,0.00011304446,8.1280465e-05,2.402713e-05,0.00047761787",2870.891,-1.7994525
"0.093184486,0.013919466,0.005317156,0.0025291094,0.0013183346,0.0007172641,0.00034140394,0.00020056452,0.00011482821,8.322442e-05,2.4316052e-05,0.0004722147",2811.712,-1.7994313
"0.0931914,0.013920634,0.0053182016,0.0025302072,0.0013195511,0.0007185725,0.00034318047,0.00020197018,0.000116113835,8.465235e-05,2.450651e-05,0.00046798927",2754.6384,-1.7994053
"0.09319542,0.013921365,0.005319058,0.002531194,0.0013206877,0.0007198166,0.00034491025,0.00020333639,0.00011735535,8.598577e-05,2.4766416e-05,0.00046384125",2699.7441,-1.7993929
"0.093198664,0.013921997,0.0053199553,0.0025322796,0.0013219626,0.0007212246,0.00034690625,0.00020490824,0.00011877216,8.7448905e-05,2.5159386e-05,0.0004590404",2646.5964,-1.7993857
"0.09320015,0.013922349,0.00532067,0.0025332025,0.0013230721,0.0007224628,0.00034869657,0.00020631433,0.00012002974,8.869692e-05,2.5591738e-05,0.00045471886",2594.4263,-1.7993685
"0.09319837,0.013922185,0.0053210687,0.0025338556,0.0013239129,0.00072342646,0.00035013087,0.0002074394,0.000121030054,8.965237e-05,2.5998408e-05,0.00045121845",2551.202,-1.7993765
"0.09319564,0.013921859,0.0053213034,0.0025343292,0.0013245508,0.0007241699,0.00035126111,0.00020832435,0.00012181207,9.037219e-05,2.6361442e-05,0.0004484441",2509.92,-1.7993866
"0.09319521,0.013921973,0.0053221523,0.0025355483,0.0013260775,0.00072591694,0.00035411544,0.00021050901,0.00012363537,9.154911e-05,2.8020551e-05,0.00044156905",2468.7603,-1.7993821
"0.093196034,0.013922111,0.0053222664,0.002535665,0.0013262053,0.00072605396,0.00035430692,0.00021065923,0.00012376998,9.168586e-05,2.8061186e-05,0.0004411159",2428.7432,-1.7993684
"0.09319915,0.0139226075,0.0053225965,0.0025359623,0.0013265116,0.000726373,0.00035474042,0.00021099906,0.00012407509,9.200252e-05,2.8141569e-05,0.0004401067",2394.2852,-1.7993629
"0.09320229,0.013923149,0.005323117,0.002536525,0.0013271437,0.00072705816,0.00035569601,0.0002117512,0.0001247537,9.271115e-05,2.8315902e-05,0.00043782988",2367.379,-1.7993759
"0.09320552,0.013923766,0.005323958,0.0025375325,0.0013283221,0.0007283569,0.000357526,0.00021319394,0.00012605799,9.407716e-05,2.8646411e-05,0.00043343028",2341.7415,-1.7993932
"0.093206294,0.013924096,0.005325036,0.0025390007,0.001330115,0.00073036714,0.00036039046,0.00021545525,0.00012810498,9.622093e-05,2.9168288e-05,0.000426484",2317.036,-1.7994083
"0.09320821,0.013924662,0.0053264983,0.0025409472,0.0013324752,0.0007330065,0.00036415216,0.00021842272,0.00013078733,9.901443e-05,2.9877043e-05,0.00041737594",2293.2278,-1.7994176
"0.09320805,0.013924796,0.005327249,0.0025419986,0.0013337558,0.00073442166,0.00036581332,0.0002198048,0.00013219558,0.00010122984,2.9030061e-05,0.00041327495",2287.1165,-1.7995329
"0.09320868,0.013925167,0.005328621,0.0025438857,0.0013360648,0.0007370095,0.00036945075,0.00022268684,0.00013482767,0.00010409479,2.9524721e-05,0.0004044399",2281.7493,-1.7996414
"0.09320927,0.0139254965,0.005329821,0.0025455335,0.0013380804,0.0007392686,0.0003726301,0.00022520505,0.00013712555,0.00010658712,2.9971297e-05,0.00039671897",2276.5295,-1.799743
"0.09321054,0.01392588,0.0053308336,0.0025468902,0.0013397392,0.0007411435,0.00037556345,0.00022746855,0.00013905858,0.00010806513,3.135355e-05,0.00038965975",2271.4285,-1.7998385
"0.093209885,0.013925947,0.0053316,0.0025480066,0.0013411453,0.0007427591,0.0003782656,0.0002295266,0.00014075272,0.0001090374,3.3092845e-05,0.0003831573",2278.138,-1.7999352
"0.09315499,0.013917912,0.0053292667,0.0025476434,0.001341775,0.0007439471,0.000380755,0.00023145677,0.00014236971,0.00010994952,3.4816865e-05,0.0003764142",2288.6248,-1.8000332
"0.09319447,0.013924025,0.005332569,0.0025501957,0.0013441812,0.00074636657,0.00038442726,0.0002342284,0.00014463053,0.00011125997,3.7088565e-05,0.00036813694",2298.0532,-1.8001239
"0.093205445,0.013925912,0.005334403,0.0025521968,0.0013464622,0.0007488851,0.00038852828,0.00023734444,0.00014718954,0.00011273306,3.970014e-05,0.00035843416",2306.8748,-1.8002076
"0.09318475,0.013923106,0.0053346134,0.0025535978,0.0013486188,0.00075153064,0.00039313376,0.00024086451,0.00015009746,0.00011439697,4.2707394e-05,0.0003470801",2326.4226,-1.8002964
"0.09318293,0.013923129,0.005335938,0.0025555636,0.0013511078,0.0007543962,0.00039793193,0.0002445195,0.00015310667,0.000116124764,4.5795972e-05,0.00033552467",2347.417,-1.8003968
"0.09318883,0.013924283,0.005337606,0.0025576015,0.001353535,0.0007571252,0.00040243103,0.00024794185,0.00015592042,0.00011774263,4.867489e-05,0.00032479494",2365.516,-1.800502
"0.09317081,0.013921834,0.0053377585,0.0025587776,0.0013553582,0.0007593661,0.00040633668,0.00025092732,0.00015838695,0.00011915383,5.1226223e-05,0.0003151597",2380.6443,-1.8006138
"0.09314519,0.013918231,0.005337386,0.0025596188,0.0013569132,0.0007613647,0.00040990807,0.00025366302,0.00016065183,0.00012044693,5.3579806e-05,0.00030622238",2405.6921,-1.8007673
"0.093149506,0.013919098,0.0053387154,0.0025612642,0.0013588814,0.00076358166,0.0004135674,0.00025644692,0.00016294091,0.00012176297,5.592246e-05,0.00029748867",2430.7542,-1.8009669
"0.09317351,0.013922898,0.0053411266,0.0025633846,0.0013610539,0.00076586514,0.00041715577,0.00025916437,0.00016516514,0.00012304772,5.817511e-05,0.0002891985",2452.0225,-1.8012382
"0.093174055,0.013923152,0.0053420016,0.00256459,0.0013625475,0.0007675708,0.0004199968,0.00026132748,0.00016694523,0.00012407028,6.000023e-05,0.0002823789",2469.6355,-1.8015635
"0.09318623,0.013925066,0.0053431545,0.0025655665,0.001363526,0.0007685875,0.0004215808,0.00026252607,0.00016792543,0.00012463695,6.0991042e-05,0.00027874135",2531.2778,-1.8028079
"0.0931907,0.013925623,0.005342873,0.0025649308,0.0013626446,0.00076754024,0.00041979205,0.00026116113,0.0001667997,0.00012399173,5.983109e-05,0.0002831017",2629.4846,-1.8050115
"0.093116224,0.013913916,0.005335793,0.0025589173,0.001356609,0.0007612628,0.0004100056,0.00025375548,0.0001607429,0.00012049047,5.370779e-05,0.00030558647",2754.7424,-1.8081943
"0.09302566,0.0139001515,0.00532947,0.0025548295,0.001353294,0.0007582373,0.00040579404,0.00025060523,0.00015819685,0.000119000746,5.120451e-05,0.0003144516",2904.63,-1.8123206
"0.092972845,0.013892964,0.005329876,0.00255822,0.001358567,0.00076472445,0.0004171063,0.0002592527,0.00016534151,0.00012308832,5.8595553e-05,0.00028653565",2981.7268,-1.8147322
"0.09309526,0.013911526,0.0053382004,0.0025634314,0.001362656,0.00076836534,0.00042205045,0.00026294083,0.00016831381,0.0001248325,6.1497994e-05,0.00027635158",3128.0898,-1.8208677
"0.0931511,0.013920725,0.005345566,0.002570842,0.0013708026,0.0007772186,0.000436307,0.00027376215,0.00017719156,0.00012994833,7.0536866e-05,0.00024286666",3128.2603,-1.8208677
"0.09321987,0.0139272,0.0053310078,0.002546638,0.0013392405,0.0007404931,0.00037439234,0.00022657085,0.00013831478,0.00010764019,3.0580435e-05,0.00039260334",3347.2722,-1.8044534
"0.09315976,0.013920386,0.0053381147,0.0025598698,0.0013569389,0.0007612701,0.0004096157,0.00025343124,0.00016045354,0.00012033744,5.335903e-05,0.0003071269",3347.4734,-1.8044534
"0.09294832,0.013888411,0.0053241462,0.002551446,0.0013505974,0.00075580744,0.0004024541,0.00024811045,0.00015618345,0.00011782096,4.923179e-05,0.00032140533",3347.3477,-1.8044534
"0.09294644,0.013887732,0.0053221043,0.002548666,0.0013471651,0.00075189327,0.00039594044,0.00024315144,0.00015210288,0.0001154767,4.5048753e-05,0.00033703187",3012.6028,-1.8038225
"0.092933334,0.013885923,0.0053220745,0.002549323,0.0013482437,0.0007532398,0.0003983082,0.00024496275,0.00015360046,0.00011633286,4.6600395e-05,0.00033116035",3012.539,-1.8038225
"0.0927255,0.01385546,0.0053130523,0.0025476846,0.0013502985,0.0007573608,0.00040710438,0.00025179153,0.00015932834,0.000119559816,5.2723357e-05,0.0003071417",3012.808,-1.8038225
"0.093019165,0.013899248,0.0053294287,0.0025551182,0.0013537825,0.0007588519,0.0004068795,0.0002514359,0.0001588839,0.000119393386,5.1916948e-05,0.00031175307",3013.3015,-1.8038225
"0.09306012,0.013900807,0.0053096577,0.0025251657,0.0013158638,0.00071548956,0.00033954743,0.0001992363,0.000113816415,8.269484e-05,2.32815e-05,0.00047494515",4667.492,-1.7968047
"0.093157664,0.013915584,0.0053162267,0.0025292172,0.0013189702,0.0007181782,0.00034261754,0.00020159883,0.0001159092,8.4959e-05,2.3628974e-05,0.00046884126",4666.9536,-1.7968047
"0.09318589,0.013920235,0.0053199353,0.0025329138,0.0013229641,0.0007224165,0.00034816598,0.0002060168,0.00012001796,8.985933e-05,2.3687422e-05,0.00045570702",4666.9365,-1.7968047
"0.0929001,0.013879042,0.005310855,0.0025352703,0.001331362,0.0007341919,0.00036683216,0.00022101459,0.000133907,0.00010501204,2.6433738e-05,0.00040633773",4667.575,-1.7968047
"0.09320672,0.013925123,0.005329709,0.0025455076,0.0013380894,0.0007392868,0.00037250112,0.00022513894,0.00013714303,0.00010696316,2.93925e-05,0.0003969657",6870.3975,-1.7815443
"0.09311328,0.013909726,0.0053174123,0.002533209,0.001324722,0.0007249829,0.00035226485,0.00020932611,0.00012310871,9.332475e-05,2.4153042e-05,0.00044472067",6870.747,-1.7815443
"0.093113564,0.01390986,0.0053178715,0.002533838,0.0013254932,0.0007258513,0.00035354708,0.00021032972,0.00012399792,9.416474e-05,2.4527659e-05,0.00044161835",6870.702,-1.7815443
"0.093170956,0.013918106,0.0053195707,0.0025331913,0.0013235945,0.0007232499,0.0003494877,0.00020706718,0.00012096996,9.08176e-05,2.3997682e-05,0.00045229238",6870.447,-1.7815443
"0.09317908,0.013922112,0.005333574,0.0025524343,0.0013472787,0.0007500443,0.00039070626,0.00023901951,0.00014858179,0.00011352457,4.116009e-05,0.00035283488",6789.305,-1.7818506
"0.09310912,0.013910527,0.005324059,0.0025427449,0.0013365665,0.0007383734,0.00037187853,0.0002247261,0.00013685368,0.000106767504,2.921586e-05,0.00039710887",6789.2925,-1.7818506
"0.092914075,0.013881597,0.005313926,0.0025388568,0.0013355621,0.0007388825,0.00037452995,0.00022686763,0.00013871706,0.00010777874,3.1358097e-05,0.00038803346",6187.358,-1.7903614
"0.09307114,0.013905088,0.0053230305,0.0025433202,0.0013380339,0.0007403767,0.0003755721,0.00022756262,0.00013920791,0.00010810818,3.1674044e-05,0.0003877065",6187.0723,-1.7903614
"0.09316044,0.013917932,0.0053257137,0.0025423407,0.0013350499,0.0007362001,0.00036777806,0.00022157139,0.00013423065,0.0001052765,2.6461663e-05,0.00040767388",6186.779,-1.7903614
"0.093229406,0.013931619,0.0053461273,0.0025674568,0.0013650336,0.0007699465,0.00042344953,0.000263922,0.00016905207,0.00012529708,6.209505e-05,0.00027484915",6186.7256,-1.7903614
"0.09321949,0.013929498,0.005342447,0.0025627946,0.0013594108,0.00076359254,0.00041293903,0.00025592445,0.00016247474,0.00012151639,5.5360786e-05,0.00029996887",6399.013,-1.7923944
"0.093209304,0.013926731,0.005335805,0.0025539687,0.0013485975,0.0007512973,0.0003925176,0.00024037989,0.0001496859,0.00011416802,4.2255957e-05,0.00034890114",6399.0503,-1.7923944
"0.093215324,0.013926733,0.005331782,0.002547973,0.0013409962,0.0007425422,0.0003778534,0.0002292093,0.00014048874,0.000108887434,3.2815606e-05,0.00038422324",6399.017,-1.7923944
"0.09320339,0.0139247915,0.005330327,0.0025465568,0.0013394642,0.0007408894,0.00037520585,0.0002272007,0.0001388417,0.00010793785,3.1140553e-05,0.00039041994",6399.0264,-1.7923944
"0.09320268,0.013924831,0.0053309915,0.0025475323,0.0013406955,0.0007423055,0.0003775751,0.00022900535,0.00014032748,0.000108791384,3.2664677e-05,0.00038471667",7165.0024,-1.7904195
"0.09320266,0.013924793,0.0053308248,0.0025472979,0.0013404033,0.00074197096,0.0003770167,0.0002285802,0.0001399777,0.00010858959,3.2305896e-05,0.00038605824",8096.2183,-1.788341
"0.09311676,0.013911178,0.0053221136,0.0025396,0.0013325058,0.0007336806,0.00036426942,0.00021887833,0.00013192417,0.00010335455,2.51015e-05,0.00041554414",8096.34,-1.788341
"0.09321893,0.013926946,0.0053304005,0.002545832,0.0013382533,0.00073937065,0.0003725281,0.00022515182,0.00013714732,0.000106969375,2.9384148e-05,0.0003970701",4263.186,-1.7972133
"0.09322635,0.0139290355,0.0053356,0.00255277,0.0013467652,0.00074905425,0.0003886174,0.00023739919,0.0001472238,0.00011275906,3.9710318e-05,0.0003585098",3484.6672,-1.7983406
"0.093221016,0.013928334,0.0053357603,0.0025532804,0.0013475076,0.0007499496,0.00039016068,0.00023857775,0.00014819659,0.00011331617,4.071444e-05,0.00035472726",3548.1694,-1.7982969
"0.093197316,0.013924715,0.005334024,0.0025520956,0.0013464962,0.0007489932,0.0003887838,0.00023754414,0.0001473581,0.000112827416,3.9882736e-05,0.00035770738",3548.3,-1.7982969
"0.09322631,0.0139292395,0.005336619,0.0025542094,0.0013485622,0.0007511122,0.00039205162,0.00024001437,0.00014937628,0.00011399533,4.1918076e-05,0.00035025668",3548.1597,-1.7982969
"0.09320243,0.013925382,0.005333846,0.0025515717,0.0013457418,0.00074808585,0.00038722254,0.00023635202,0.00014637428,0.0001122639,3.886756e-05,0.00036153005",3588.2678,-1.7993531
"0.093133956,0.013914977,0.0053290785,0.0025485002,0.0013432591,0.0007458256,0.00038408366,0.00023400475,0.00014447773,0.0001111539,3.7004083e-05,0.00036812367",3588.7249,-1.7993531
"0.093199395,0.013924666,0.005332387,0.002549676,0.0013434357,0.0007454711,0.00038288767,0.00023305291,0.0001436605,0.00011070431,3.6087757e-05,0.00037190487",3588.249,-1.7993531
"0.09291917,0.0138828,0.0053163627,0.002542022,0.0013394112,0.0007432467,0.00038176475,0.00023237374,0.00014324629,0.00011038165,3.5997444e-05,0.00037071866",2536.5999,-1.8006546
"0.09321761,0.013927634,0.0053346343,0.0025518741,0.0013458197,0.00074804586,0.00038701564,0.00023618493,0.00014622891,0.000112185,3.8700342e-05,0.0003622377",2534.7014,-1.8006546
"0.09320217,0.013925554,0.0053348513,0.0025530034,0.0013475332,0.0007501393,0.00039065117,0.0002389631,0.00014852348,0.00011349822,4.107221e-05,0.0003532874",2582.6785,-1.8005697
"0.09322913,0.013929724,0.0053370856,0.002554717,0.0013491402,0.00075174996,0.00039308972,0.00024080313,0.000150024,0.00011436821,4.2579057e-05,0.0003478012",2582.6755,-1.8005697
