afsd_h,frzmlt_h,sst_h
"0.093159765,0.013917784,0.0053254487,0.0025420033,0.0013346421,0.0007357391,0.00036701662,0.00022099171,0.0001337533,0.00010499908,2.5978576e-05,0.00040949447",6870.534,-1.7815443
"0.09313992,0.013914221,0.005321421,0.002537404,0.0013293447,0.0007299183,0.00035850197,0.00021435111,0.00012790663,9.960042e-05,2.3319248e-05,0.00042983488",6870.398,-1.7815443
"0.093198925,0.013923321,0.0053261723,0.0025409502,0.0013325893,0.00073310634,0.00036294042,0.00021774997,0.00013080321,0.00010195626,2.5122046e-05,0.0004199359",6870.4136,-1.7815443
"0.0931802,0.013919677,0.005321012,0.0025347224,0.0013253042,0.0007251006,0.00035211354,0.00020912374,0.00012280318,9.263033e-05,2.4643125e-05,0.00044605325",6870.3906,-1.7815443
"0.093002714,0.013893243,0.0053112656,0.0025304381,0.0013234459,0.0007244633,0.00035243196,0.0002095207,0.00012332115,9.338816e-05,2.4543167e-05,0.00044278815",6871.148,-1.7815443
"0.0927515,0.013855466,0.005295714,0.002521919,0.0013178056,0.000720196,0.00034835344,0.00020645237,0.000120647346,9.033058e-05,2.4456152e-05,0.00044921646",6872.089,-1.7815443
"0.09263678,0.013837745,0.005286348,0.0025148604,0.0013113323,0.00071386906,0.000340314,0.00020015927,0.000114964685,8.41092e-05,2.352624e-05,0.00046716732",6872.372,-1.7815443
"0.09323288,0.013932323,0.0053472277,0.0025688235,0.0013666705,0.00077179144,0.00042649583,0.0002662396,0.00017095778,0.0001263927,6.4045526e-05,0.0002675769",6399.021,-1.7923944
"0.09320887,0.013928389,0.005344161,0.0025657779,0.0013633431,0.0007681856,0.00042070093,0.00026184184,0.00016735058,0.00012431362,6.0374412e-05,0.0002811695",6399.075,-1.7923944
"0.09319669,0.0139246825,0.005334283,0.0025524946,0.0013470065,0.0007495829,0.00038977346,0.00023829816,0.00014797904,0.00011318386,4.052034e-05,0.00035532058",7730.4297,-1.791201
"0.09311584,0.013912239,0.00532789,0.0025477903,0.0013427306,0.0007453744,0.00038349826,0.00023357035,0.00014412953,0.00011094844,3.6668593e-05,0.00036927924",7730.787,-1.791201
"0.09321887,0.0139278965,0.0053350627,0.0025524108,0.0013464643,0.0007487733,0.00038821762,0.00023709945,0.00014698096,0.00011261733,3.9470186e-05,0.0003593668",7730.418,-1.791201
"0.0927062,0.013851075,0.0053046388,0.002536846,0.0013371531,0.0007424726,0.00038243894,0.00023302113,0.00014388982,0.00011069023,3.690621e-05,0.00036614598",7912.5254,-1.788992
"0.093202755,0.013924597,0.005329803,0.0025458515,0.0013385968,0.00073990185,0.00037356734,0.00022595278,0.00013781358,0.00010734018,3.0098163e-05,0.00039434913",7910.4927,-1.788992
"0.09311057,0.0139096575,0.0053188778,0.0025353977,0.0013274553,0.00072805816,0.00035638767,0.0002126397,0.0001262361,9.7192584e-05,2.3990591e-05,0.00043461833",7910.536,-1.788992
"0.09306554,0.013901693,0.0053103375,0.002525831,0.0013165772,0.0007162446,0.00034054765,0.0002000295,0.00011454736,8.353667e-05,2.3339866e-05,0.00047258477",7910.5854,-1.788992
"0.093220696,0.013927422,0.005331538,0.0025473423,0.0013401032,0.000741474,0.00037602137,0.00022781084,0.00013933495,0.00010822638,3.16258e-05,0.0003887001",4263.1807,-1.7972133
"0.0932216,0.013927667,0.005332122,0.002548118,0.0013410533,0.0007425541,0.0003778153,0.00022917635,0.00014045837,0.00010887189,3.2776967e-05,0.00038440182",4263.183,-1.7972133
"0.09323315,0.013931245,0.005341792,0.0025611408,0.0013570774,0.0007608044,0.00040816056,0.00025227707,0.00015946565,0.000119792254,5.2258176e-05,0.00031164117",2937.5122,-1.7944304
"0.09299954,0.013895421,0.0053239483,0.0025484345,0.0013458286,0.0007499113,0.00039214274,0.00024022615,0.00014966774,0.00011409414,4.2487743e-05,0.00034689406",2938.4412,-1.7944304
"0.09321206,0.013927037,0.0053354423,0.0025533098,0.0013477207,0.00075027,0.0003907779,0.00023905338,0.00014859268,0.00011354096,4.113139e-05,0.00035311995",3235.9836,-1.7958264
"0.09322807,0.013929547,0.0053369347,0.0025545605,0.0013489656,0.00075155916,0.0003927811,0.00024056877,0.00014983166,0.00011425741,4.2383042e-05,0.00034852815",3235.925,-1.7958264
"0.09322393,0.013928766,0.0053359135,0.0025533414,0.001347526,0.00074994593,0.00039012768,0.00023855078,0.00014817288,0.00011330344,4.0686653e-05,0.00035484694",3235.9397,-1.7958264
"0.09324502,0.013934041,0.0053474507,0.0025684899,0.0013660147,0.0007709371,0.0004249582,0.00026506107,0.0001699815,0.00012583564,6.302969e-05,0.00027144028",2473.1497,-1.8022083
"0.093043014,0.013903782,0.0053355135,0.0025624286,0.0013624353,0.0007685569,0.00042285278,0.0002635846,0.00016887067,0.00012513652,6.213151e-05,0.00027369932",2474.2793,-1.8022083
"0.09312719,0.013915236,0.005334869,0.0025570286,0.0013540356,0.0007582227,0.00040483172,0.00024980868,0.00015748879,0.00011862479,5.0357055e-05,0.00031817154",2473.7065,-1.8022083
"0.09320309,0.013924977,0.005331427,0.0025481242,0.001341426,0.00074313843,0.00037896124,0.0002300606,0.00014119576,0.00010928995,3.355496e-05,0.00038139152",2473.174,-1.8022083
"0.093203016,0.013923585,0.0053247456,0.0025387567,0.0013298547,0.00073006586,0.00035950405,0.00021485133,0.00012776932,9.685727e-05,2.7475808e-05,0.0004285056",2473.1877,-1.8022083
"0.09322722,0.013930525,0.005342262,0.0025621208,0.0013584172,0.00076238904,0.00041085947,0.00025433602,0.00016116336,0.00012076554,5.400653e-05,0.0003050733",1891.3412,-1.8088377
"0.09324058,0.013933428,0.005347443,0.002568716,0.0013663844,0.0007713983,0.00042576873,0.00026568104,0.0001704941,0.0001261287,6.3560736e-05,0.000269431",1891.3392,-1.8088377
"0.093240716,0.013933747,0.005348903,0.0025707686,0.0013689433,0.0007743272,0.00043065447,0.00026940147,0.00017355615,0.00012788746,6.6701024e-05,0.00025769227",1891.3542,-1.8088377
"0.0932215,0.013927641,0.0053320606,0.002548036,0.0013409529,0.00074244,0.0003776258,0.00022903211,0.00014033972,0.00010880371,3.2655375e-05,0.0003848558",2153.1257,-1.8149508
"0.0932223,0.0139278555,0.0053325705,0.002548713,0.0013417823,0.0007433829,0.0003791918,0.0002302241,0.00014132039,0.0001093672,3.3660268e-05,0.0003811037",2153.1262,-1.8149508
"0.09273366,0.013857477,0.005317406,0.0025533899,0.0013572577,0.00076525996,0.0004202095,0.00026176596,0.00016753367,0.00012427503,6.11295e-05,0.0002757627",2101.515,-1.8135407
"0.0927978,0.013866967,0.0053206137,0.002554493,0.001357369,0.00076484174,0.00041891902,0.000260743,0.00016665856,0.00012379182,6.0155366e-05,0.00027975297",2184.3674,-1.8158541
"0.09294893,0.013889248,0.005327808,0.0025565787,0.0013569907,0.000763123,0.00041465496,0.000257401,0.00016382983,0.00012221285,5.7073627e-05,0.00029209477",2184.2212,-1.8158541
"0.09295811,0.013890671,0.0053285817,0.0025571801,0.00135756,0.00076369685,0.0004155278,0.0002580599,0.0001643674,0.00012252438,5.7614037e-05,0.00029012456",2183.943,-1.8158541
"0.0929487,0.013889295,0.0053281947,0.0025571368,0.0013576918,0.00076392776,0.00041600002,0.00025842543,0.0001646731,0.0001226971,5.7938825e-05,0.00028885924",1791.4489,-1.8038521
"0.09308243,0.0139090605,0.005334802,0.0025593224,0.0013577815,0.0007628928,0.00041303772,0.00025608565,0.00016267825,0.00012159181,5.5733133e-05,0.00029783163",1843.8545,-1.805148
"0.09318764,0.013924614,0.0053400104,0.0025610563,0.00135787,0.00076209905,0.00041074122,0.00025427082,0.00016113017,0.0001207345,5.4019736e-05,0.0003048087",1920.9661,-1.806951
"0.093138754,0.013917348,0.0053374004,0.0025599825,0.0013574939,0.0007620844,0.00041116835,0.00025462676,0.00016144838,0.00012090248,5.4404463e-05,0.00030310472",1951.2494,-1.8070061
"0.0929906,0.0138952695,0.005329202,0.0025563221,0.0013558485,0.00076146063,0.0004114963,0.00025496952,0.00016180704,0.000121063655,5.4949196e-05,0.00030026276",1929.7029,-1.8058046
"0.09298878,0.013895036,0.0053292764,0.0025565235,0.0013561357,0.000761805,0.00041208765,0.00025542098,0.00016217955,0.000121277066,5.5333436e-05,0.00029881657",1861.6573,-1.8035312
"0.09292017,0.0138848405,0.0053256247,0.0025550332,0.0013556292,0.0007618086,0.00041272756,0.00025595137,0.00016265153,0.00012152739,5.589943e-05,0.0002963277",1760.2299,-1.8005542
"0.09212656,0.013766364,0.005280677,0.002533969,0.0013449966,0.0007563848,0.00041100898,0.00025514094,0.00016239456,0.00012113973,5.6583252e-05,0.00028945596",1786.2382,-1.8003768
"0.09251081,0.013824095,0.00530423,0.0025466927,0.0013532958,0.000762619,0.0004178615,0.0002601179,0.00016629236,0.00012349467,6.0122366e-05,0.0002783157",1797.7482,-1.800111
"0.09283312,0.013872503,0.005323905,0.0025572518,0.0013601155,0.00076768623,0.00042333908,0.0002640867,0.0001693924,0.00012537268,6.291719e-05,0.0002696209",1807.5704,-1.7998233
"0.09286432,0.013877277,0.005326234,0.0025588719,0.0013615214,0.00076903065,0.00042529407,0.00026555583,0.00017058545,0.00012606735,6.41036e-05,0.00026535563",1815.2073,-1.7994928
"0.09254316,0.013829414,0.005308441,0.002550907,0.0013579169,0.0007676353,0.0004259327,0.00026624382,0.00017131763,0.00012639073,6.523796e-05,0.00025936883",1828.8613,-1.7993983
"0.092718676,0.013855381,0.005317238,0.0025539524,0.001358255,0.0007665295,0.00042246614,0.00026349383,0.00016896354,0.00012509176,6.261394e-05,0.00027013224",1842.0338,-1.7993369
"0.0929698,0.013892013,0.0053272853,0.0025547284,0.0013542699,0.00075982994,0.00040896758,0.00025305696,0.00016024364,0.00012015942,5.3370513e-05,0.000306051",1854.131,-1.7992992
"0.092965186,0.013890143,0.0053212736,0.0025464944,0.001344085,0.0007482069,0.00038961426,0.00023832367,0.00014811971,0.00011319474,4.0924653e-05,0.00035249264",1869.7559,-1.7992984
"0.09310653,0.013910593,0.0053261127,0.002545779,0.0013404039,0.00074278866,0.00037926045,0.00023034969,0.0001414877,0.00010943798,3.396012e-05,0.00037933327",1892.1252,-1.7992942
"0.09319587,0.013923493,0.0053290552,0.0025451796,0.001337928,0.00073924585,0.00037321827,0.00022557756,0.00013724525,0.00010565629,3.174198e-05,0.00039519643",1928.5934,-1.7992699
"0.093195885,0.013923266,0.0053279498,0.0025436305,0.0013360189,0.00073709595,0.0003701152,0.00022313381,0.00013504708,0.000103410996,3.1078835e-05,0.00040272714",1967.7058,-1.7992407
"0.09318751,0.013921585,0.0053253905,0.0025404885,0.0013323096,0.00073299033,0.00036428205,0.00021854037,0.0001309081,9.914631e-05,2.99134e-05,0.00041677154",2001.7855,-1.7992188
"0.093175046,0.013919002,0.0053211926,0.002535268,0.0013261209,0.00072613155,0.00035457214,0.00021088404,0.00012398821,9.192114e-05,2.8120647e-05,0.00044017888",2032.1506,-1.799189
"0.09316148,0.013916221,0.0053167786,0.002529805,0.001319658,0.00071897754,0.0003445065,0.00020293641,0.00011678036,8.4276595e-05,2.6446896e-05,0.0004644449",2065.568,-1.7991513
"0.092922784,0.01388006,0.005300712,0.0025199014,0.0013120639,0.0007123979,0.000336873,0.00019708325,0.000111646405,7.896986e-05,2.5190035e-05,0.00047965327",2100.9426,-1.7990977
"0.093006104,0.013892429,0.005305097,0.0025216462,0.0013126084,0.00071232807,0.00033619284,0.00019647864,0.000111026224,7.822565e-05,2.5127649e-05,0.00048247408",2128.9246,-1.7989339
"0.09300073,0.013891777,0.0053055137,0.0025225123,0.0013137771,0.00071368465,0.0003381417,0.00019802681,0.000112443755,7.976858e-05,2.5398082e-05,0.00047766097",2155.4458,-1.7986928
"0.09275831,0.013855642,0.0052920426,0.0025164275,0.0013109299,0.0007124334,0.00033758263,0.00019787182,0.000112715665,8.127662e-05,2.3644532e-05,0.0004755355",2183.8416,-1.7984623
"0.09238748,0.013800592,0.0052725375,0.0025086727,0.0013085133,0.00071274006,0.0003404415,0.00020046154,0.00011545479,8.490009e-05,2.3373806e-05,0.0004633605",2218.7646,-1.798293
"0.09236373,0.0137973465,0.0052726385,0.002510062,0.0013106704,0.00071534346,0.0003440918,0.00020340842,0.00011824479,8.832627e-05,2.3280965e-05,0.00045412034",2249.4985,-1.7981291
"0.09289906,0.013877391,0.0053035673,0.0025251259,0.0013188994,0.0007201973,0.00034704656,0.00020535549,0.000119647404,8.969224e-05,2.3431407e-05,0.0004544108",2270.8562,-1.7979672
"0.09258223,0.013830074,0.0052855345,0.002516589,0.0013144893,0.0007178333,0.0003459045,0.00020470552,0.00011932418,8.966045e-05,2.3071332e-05,0.00045274405",2299.5913,-1.7978212
"0.09223353,0.013777969,0.005265551,0.0025070023,0.0013094017,0.0007149702,0.00034429794,0.00020370947,0.000118704076,8.930031e-05,2.2686228e-05,0.00045176313",2321.2866,-1.7976276
"0.09240424,0.013803566,0.005275764,0.0025122948,0.0013126238,0.00071718474,0.00034611023,0.00020503337,0.000119823504,9.0608075e-05,2.2631657e-05,0.00044972784",2345.711,-1.797503
"0.09239394,0.013801909,0.005274599,0.002511208,0.001311487,0.0007159957,0.00034455463,0.00020379965,0.00011868482,8.9282694e-05,2.2564722e-05,0.00045337414",2362.9653,-1.797379
"0.09251087,0.013819434,0.0052815527,0.002514776,0.0013136273,0.00071744225,0.00034576276,0.00020466714,0.000119386765,8.997257e-05,2.2735621e-05,0.00045207277",2370.2236,-1.7972349
"0.09304223,0.013899092,0.005313254,0.0025311324,0.0013235285,0.00072421535,0.00035156787,0.00020885207,0.00012278327,9.326196e-05,2.3666087e-05,0.00044539952",2376.5632,-1.7970434
"0.09312131,0.013911291,0.005319636,0.0025358961,0.0013278704,0.00072844943,0.00035703622,0.000213111,0.00012658183,9.7203956e-05,2.4638977e-05,0.00043322312",2381.1104,-1.7968296
"0.09282285,0.013867108,0.0053045396,0.0025305026,0.0013269796,0.00072989677,0.00036125502,0.00021666999,0.0001300331,0.00010100764,2.542041e-05,0.0004188025",2385.4006,-1.7965925
"0.092771634,0.013859741,0.0053029824,0.0025310244,0.0013286086,0.00073214923,0.0003648407,0.00021954035,0.00013267121,0.000103802326,2.6077327e-05,0.00040937756",2362.8464,-1.796123
"0.09272599,0.01385301,0.005300797,0.0025303725,0.0013286858,0.0007326117,0.00036584272,0.00022036395,0.00013344643,0.00010461726,2.6304839e-05,0.00040630778",2335.9346,-1.795662
"0.09275225,0.01385689,0.0053020925,0.0025308002,0.0013287051,0.00073241553,0.000365341,0.00021995403,0.00013306919,0.00010427182,2.6110238e-05,0.0004078878",2314.0173,-1.7952678
"0.092808776,0.013865265,0.005304986,0.0025318675,0.0013289233,0.0007321865,0.00036446357,0.00021924588,0.00013244674,0.00010387746,2.5495034e-05,0.000410784",2297.074,-1.7949189
"0.09233358,0.013794251,0.0052777175,0.0025187512,0.0013219232,0.0007282052,0.00036209973,0.00021776263,0.00013151417,0.000103420025,2.4749128e-05,0.00040986",2262.9333,-1.7946852
"0.09158132,0.013681951,0.0052351267,0.0024988055,0.0013118703,0.0007230928,0.00036051183,0.00021702691,0.0001313,0.00010308332,2.5402493e-05,0.00040324643",2232.0334,-1.794505
"0.090750545,0.013558098,0.005188912,0.0024779371,0.0013022147,0.00071910303,0.00036151652,0.00021831576,0.00013279503,0.000103716535,2.7878492e-05,0.00038931327",2208.1843,-1.7943767
"0.09002294,0.013449967,0.0051501,0.0024620062,0.0012966859,0.0007189613,0.00036799302,0.00022370591,0.00013761072,0.000106279724,3.363374e-05,0.00036366208",2178.4937,-1.7943344
"0.089595065,0.013386554,0.0051281215,0.00245383,0.001294923,0.0007205829,0.00037465696,0.00022904825,0.0001422268,0.00010879076,3.8919265e-05,0.00034171774",2112.723,-1.7945124
"0.08948162,0.013369894,0.005123037,0.0024527097,0.0012957626,0.0007225094,0.0003789195,0.00023236542,0.0001450156,0.00011035801,4.1915817e-05,0.00032990202",2052.8618,-1.7948549
"0.089564964,0.013382517,0.0051286374,0.0024561635,0.0012984289,0.0007248534,0.0003820608,0.00023470518,0.0001468983,0.00011146455,4.3747328e-05,0.00032350878",1998.5304,-1.795314
"0.090205245,0.013478349,0.005166098,0.0024748463,0.001309114,0.00073164183,0.0003874728,0.00023842441,0.00014962861,0.00011322639,4.5783367e-05,0.00031937953",2009.7463,-1.7980334
"0.0914212,0.013660161,0.0052363444,0.0025090647,0.0013278313,0.00074273,0.0003947411,0.0002431958,0.00015292747,0.00011548892,4.7715286e-05,0.00031876998",2094.3757,-1.803328
"0.088804044,0.013269444,0.005088091,0.0024395636,0.0012927229,0.00072479283,0.00038898925,0.00024045898,0.00015202718,0.00011418015,4.991619e-05,0.0002963109",2261.775,-1.80988
"0.09213106,0.013766122,0.0052764853,0.002527816,0.0013372293,0.0007474526,0.00039606326,0.00024375693,0.00015302254,0.00011575831,4.6965135e-05,0.0003254334",2632.9731,-1.8210661
"0.092010655,0.013748286,0.005270348,0.002525583,0.0013368175,0.00074800535,0.00039809814,0.00024538208,0.00015442228,0.000116525596,4.854568e-05,0.00031887434",2026.4321,-1.8038759
"0.0922231,0.013781521,0.005289766,0.0025416394,0.0013526647,0.000764344,0.0004233976,0.0002645143,0.0001700595,0.00012557131,6.432964e-05,0.00026102384",2205.9773,-1.80668
"0.092881076,0.013878186,0.005319433,0.0025483847,0.0013481034,0.0007535237,0.00039926474,0.00024572393,0.00015425397,0.000116692405,4.733306e-05,0.0003281374",2207.898,-1.80668
"0.09308723,0.013908678,0.005329717,0.002551893,0.0013484148,0.00075212645,0.0003950288,0.00024236883,0.00015138599,0.00011510754,4.4145378e-05,0.00034117445",2271.1921,-1.807144
"0.09306261,0.01390543,0.0053304085,0.002554182,0.0013517572,0.0007561632,0.0004019919,0.00024768672,0.00015577565,0.000117621305,4.8677077e-05,0.00032410043",2161.572,-1.8031642
"0.092565715,0.013831885,0.0053053573,0.0025453544,0.0013505426,0.00075899955,0.00041131498,0.00025509822,0.0001621325,0.000121122066,5.5790235e-05,0.0002948084",2032.3306,-1.7987496
"0.09267843,0.013849004,0.0053131673,0.0025503577,0.0013545632,0.00076264446,0.00041635553,0.00025886585,0.00016517524,0.00012290376,5.8776484e-05,0.00028425828",1883.8298,-1.7941943
"0.09270261,0.013852325,0.0053131282,0.0025490124,0.0013524073,0.00075997016,0.00041166978,0.00025528247,0.0001622134,0.00012120994,5.5709785e-05,0.00029585353",1799.3102,-1.793764
"0.092619665,0.013839019,0.0053039375,0.0025404734,0.001343387,0.0007503469,0.00039637877,0.00024369043,0.00015271542,0.00011573006,4.6066456e-05,0.00033144857",1742.767,-1.7951556
"0.092716776,0.013851972,0.0053019235,0.0025324537,0.0013314673,0.0007358783,0.0003714239,0.00022461158,0.00013693004,0.00010652845,3.0056575e-05,0.00039277572",1679.6128,-1.7965857
"0.0928656,0.013873073,0.005304965,0.00252887,0.0013242032,0.0007265117,0.0003573226,0.0002132961,0.00012641931,9.4732655e-05,2.854687e-05,0.00042916683",1630.926,-1.7976196
"0.09242508,0.013807021,0.0052786213,0.0025152215,0.0013158836,0.0007207677,0.00035226485,0.00020964556,0.0001234666,9.1967544e-05,2.7549675e-05,0.00043528315",1634.4032,-1.7976196
"0.08945355,0.013363506,0.0051107835,0.002436966,0.0012767637,0.00070113654,0.00034542312,0.00020655755,0.00012305328,9.3912895e-05,2.5650768e-05,0.00041029646",2194.8923,-1.8227687
"0.092903614,0.013883701,0.0053311707,0.0025637394,0.0013668209,0.0007747646,0.00043449854,0.0002725404,0.00017631386,0.00012936936,6.993209e-05,0.00024378163",4632.1577,-1.8007056
"0.093145534,0.013919403,0.005342855,0.0025673148,0.0013665105,0.00077235117,0.0004282366,0.00026762002,0.00017213909,0.00012704475,6.5361404e-05,0.00026218302",4630.808,-1.8007056
"0.09309606,0.0139098475,0.005329499,0.0025511144,0.0013472693,0.00075073977,0.00039263343,0.0002405392,0.00014987554,0.000114242685,4.258564e-05,0.00034705296",4631.0884,-1.8007056
"0.0931183,0.013911753,0.005323871,0.0025419898,0.0013354432,0.00073700905,0.0003695169,0.00022292201,0.00013536416,0.00010591532,2.7674463e-05,0.00040291116",4680.1816,-1.7984424
"0.093107566,0.013909398,0.005319608,0.0025365574,0.0013288944,0.0007296299,0.00035768043,0.0002138524,0.00012775946,0.000100788435,2.112025e-05,0.0004312632",4851.3345,-1.7960757
"0.093109295,0.013909183,0.005317429,0.0025334237,0.0013250196,0.0007252839,0.0003518198,0.00020915382,0.00012334864,9.543477e-05,2.1190155e-05,0.00044558488",5034.094,-1.7941005
"0.09311754,0.013910115,0.0053164507,0.0025316244,0.0013226572,0.0007225778,0.00034814962,0.00020620017,0.00012055791,9.1987e-05,2.1325668e-05,0.0004546591",5228.2944,-1.7925885
"0.09313289,0.013912219,0.0053164177,0.002530772,0.00132132,0.0007209599,0.00034589533,0.00020437597,0.00011882211,8.981766e-05,2.1444492e-05,0.00046037856",5391.7197,-1.7931788
"0.0931542,0.013915226,0.0053167883,0.0025301701,0.001320176,0.0007195098,0.00034382517,0.00020269507,0.00011721683,8.780656e-05,2.155736e-05,0.00046573183",5535.315,-1.7943305
"0.09317179,0.013917632,0.005316722,0.0025291536,0.0013185942,0.0007176002,0.0003411606,0.00020054085,0.00011517074,8.526484e-05,2.1672698e-05,0.0004724831",5669.385,-1.7954406
"0.09318188,0.013918887,0.0053160787,0.0025277252,0.0013166514,0.00071534805,0.00033808616,0.00019806382,0.000112827205,8.236475e-05,2.179372e-05,0.00048012924",5692.119,-1.7973444
"0.09318006,0.013918416,0.0053150156,0.0025263375,0.0013149879,0.00071350735,0.000335679,0.00019612398,0.0001109818,8.000624e-05,2.2017783e-05,0.00048598708",5470.3394,-1.8014734
"0.0931711,0.013917268,0.00531543,0.0025273922,0.0013164642,0.000715249,0.0003383346,0.00019820739,0.00011282976,8.17329e-05,2.2834734e-05,0.00047943066",5157.3066,-1.8060488
"0.09318005,0.013919898,0.0053221844,0.0025363748,0.001327348,0.0007274106,0.00035554694,0.0002118088,0.0001251762,9.483337e-05,2.572158e-05,0.0004377362",4751.8516,-1.8109872
"0.09310423,0.01391092,0.0053292494,0.002550327,0.0013461254,0.00074936054,0.00039025646,0.00023872404,0.00014837741,0.00011338025,4.103674e-05,0.00035287807",4677.505,-1.8121043
"0.0931749,0.013922427,0.0053379056,0.0025587673,0.0013552646,0.0007592242,0.00040606124,0.00025071515,0.00015821053,0.00011905461,5.103656e-05,0.00031587813",4545.9683,-1.8124831
"0.09319753,0.013925424,0.005337328,0.0025567454,0.0013522948,0.000755631,0.00039985758,0.0002459767,0.00015429847,0.00011681362,4.7001082e-05,0.0003310997",4355.6987,-1.8121531
"0.09319032,0.013923671,0.0053336276,0.0025519098,0.0013464025,0.00074894534,0.00038876807,0.00023753666,0.00014735576,0.00011282381,3.9886396e-05,0.00035764812",4263.551,-1.8118548
"0.093158744,0.013917856,0.005326482,0.002543522,0.0013365729,0.00073798146,0.0003710726,0.0002240301,0.00013613694,0.0001057555,2.9420611e-05,0.0003997802",4263.5747,-1.8118548
"0.0924835,0.013815431,0.0052804267,0.002514668,0.0013140768,0.0007182567,0.0003482663,0.0002064421,0.00012051782,8.882681e-05,2.684158e-05,0.00044581303",4265.0015,-1.8118548
"0.09215858,0.013764937,0.0052524223,0.002492603,0.001293179,0.0006974367,0.00032112896,0.00018521372,0.00010143857,6.854686e-05,2.2687884e-05,0.0005072219",4265.869,-1.8118548
"0.09300579,0.013891246,0.0052995915,0.00251396,0.001303161,0.000701722,0.00032128347,0.00018466095,0.00010022549,6.643867e-05,2.314623e-05,0.0005187219",4263.9355,-1.8118548
"0.09321253,0.013926338,0.0053317305,0.0025480487,0.001341146,0.0007427374,0.00037820483,0.00022947868,0.0001407119,0.00010901476,3.304782e-05,0.00038334",5009.537,-1.8089292
"0.09317969,0.013920497,0.005325304,0.0025407365,0.0013326682,0.0007333093,0.0003627768,0.00021775083,0.00013107616,0.00010347052,2.3204042e-05,0.00041995881",5009.539,-1.8089292
"0.09321777,0.013927627,0.0053344946,0.0025516686,0.0013455598,0.00074774696,0.0003865154,0.00023580389,0.00014591521,0.00011200488,3.8378403e-05,0.00036344203",5009.552,-1.8089292
"0.093045995,0.0138998255,0.005314309,0.0025324284,0.0013250897,0.0007259982,0.00035487057,0.00021130429,0.00012465978,9.361394e-05,2.6770931e-05,0.00043757036",5009.981,-1.8089292
"0.09302689,0.013895274,0.0053050267,0.0025204527,0.0013107413,0.00071006245,0.00033287393,0.00019382926,0.0001085828,7.551832e-05,2.4731224e-05,0.0004908373",5481.6777,-1.8086089
"0.0930944,0.01390384,0.005301551,0.0025120333,0.0012990907,0.0006964308,0.0003132812,0.00017823726,9.4257986e-05,5.9739497e-05,2.2293505e-05,0.00053943065",5481.554,-1.8086089
"0.09311207,0.013905899,0.005299753,0.0025085884,0.001294517,0.00069115486,0.00030580146,0.0001722824,8.87741e-05,5.361403e-05,2.1504396e-05,0.00055787625",5488.6387,-1.8094282
"0.093120374,0.013907306,0.005301028,0.0025099337,0.0012960109,0.0006927631,0.00030798465,0.0001740103,9.035536e-05,5.5373966e-05,2.1732838e-05,0.00055268063",5617.7144,-1.8062878
"0.093133904,0.013909992,0.0053050085,0.002514789,0.0013017195,0.0006990582,0.00031667875,0.00018090334,9.6671676e-05,6.238391e-05,2.2691836e-05,0.0005317192",5710.262,-1.8028741
"0.093154036,0.013913759,0.0053098225,0.0025204543,0.001308278,0.00070622447,0.00032615272,0.00018848825,0.000103790386,7.108517e-05,2.2464637e-05,0.0005088819",5761.5957,-1.7991724
"0.093166,0.013916348,0.0053143753,0.0025261878,0.0013150866,0.00071375247,0.0003363846,0.0001966423,0.00011135137,7.988001e-05,2.295815e-05,0.00048412202",5803.8613,-1.7978951
"0.09318937,0.013920566,0.0053192154,0.002531722,0.0013214287,0.0007206602,0.00034562327,0.00020400832,0.00011820106,8.797463e-05,2.3189103e-05,0.00046192957",5776.1265,-1.7978092
"0.09319489,0.013922046,0.005322692,0.0025362885,0.0013269228,0.00072675984,0.00035382246,0.00021056997,0.00012434243,9.5368516e-05,2.3184779e-05,0.00044200933",5668.804,-1.7974372
"0.09319715,0.013922851,0.0053250683,0.0025394883,0.0013308019,0.0007310779,0.0003596158,0.0002152121,0.00012869848,0.00010065937,2.3107783e-05,0.00042790722",5500.3193,-1.7969885
"0.093192704,0.013922376,0.00532573,0.0025406473,0.0013323098,0.0007328024,0.0003620014,0.0002171204,0.00013047703,0.000102748265,2.3194269e-05,0.00042203168",5369.128,-1.7968296
"0.09318904,0.013921859,0.005325668,0.002540755,0.0013325163,0.0007330698,0.00036247776,0.00021748606,0.00013078129,0.000102929196,2.35016e-05,0.0004208356",5222.5645,-1.7964978
"0.09318981,0.013922099,0.005326315,0.002541622,0.0013335734,0.00073425943,0.00036426706,0.00021887956,0.00013200055,0.00010400766,2.4129733e-05,0.00041651784",5050.297,-1.7960274
"0.093197085,0.013923652,0.005329001,0.002545023,0.0013376746,0.00073889387,0.00037193435,0.0002247134,0.00013679775,0.000106761996,2.90459e-05,0.00039819413",4918.6924,-1.7947963
"0.09320742,0.013926025,0.00533363,0.0025510008,0.0013449308,0.0007471148,0.00038555628,0.00023508002,0.00014532477,0.00011166263,3.7785172e-05,0.0003656033",4748.5645,-1.7937492
"0.09321655,0.01392792,0.00533673,0.002554886,0.001349599,0.0007523822,0.00039425844,0.00024170142,0.00015077076,0.0001147981,4.335219e-05,0.00034481796",4546.3267,-1.7929708
"0.09320038,0.013924736,0.0053320685,0.0025491742,0.0013427903,0.00074472395,0.00038163623,0.0002320986,0.00014287283,0.00011023799,3.530732e-05,0.0003749265",4399.742,-1.7930808
